ticket_id,customer_id,match_id,ticket_type,purchase_date,quantity,unit_price,total_revenue,section,discount_code,sales_channel
T0011777,C001718,M010,Single Match,2025-05-18,2,45.37,90.74,East Sideline,,Online
T0011778,C002366,M010,Season Ticket,2024-12-24,1,23.62,23.62,Supporters' End,MEMBER,Online
T0011779,C002595,M010,Single Match,2025-06-03,3,50.18,150.54,West Sideline,,Mobile App
T0011780,C001064,M010,Season Ticket,2025-03-25,1,34.35,34.35,West Sideline,MEMBER,Mobile App
T0011781,C001627,M010,Single Match,2025-06-30,4,44.9,179.6,West Sideline,SUMMIT10,Mobile App
T0011782,C000757,M010,Season Ticket,2025-06-13,2,32.21,64.42,East Sideline,MEMBER,Online
T0011783,C002323,M010,Single Match,2025-04-23,1,44.74,44.74,West Sideline,FAMILY,Box Office
T0011784,C002759,M010,Season Ticket,2025-01-30,1,35.71,35.71,West Sideline,MEMBER,Mobile App
T0011785,C000298,M010,Premium,2025-04-23,3,205.41,616.23,Fieldside,,Mobile App
T0011786,C000430,M010,Premium,2025-04-24,2,250.51,501.02,Summit Suites,,Online
T0011787,C001002,M010,Single Match,2025-05-03,2,36.94,73.88,Supporters' End,,Online
T0011788,C002409,M010,Single Match,2025-06-01,1,47.41,47.41,West Sideline,,Online
T0011789,C000243,M010,Single Match,2025-06-17,2,43.82,87.64,East Sideline,SUMMIT10,Online
T0011790,C000073,M010,Season Ticket,2024-12-26,1,33.67,33.67,East Sideline,MEMBER,Box Office
T0011791,C000520,M010,Season Ticket,2025-05-12,4,24.55,98.2,Supporters' End,MEMBER,Mobile App
T0011792,C002887,M010,Season Ticket,2024-12-19,1,24.44,24.44,Supporters' End,MEMBER,Online
T0011793,C001611,M010,Single Match,2025-05-21,2,48.23,96.46,East Sideline,,Online
T0011794,C002839,M010,Single Match,2025-06-28,2,35.14,70.28,Supporters' End,,Sales Representative
T0011795,C001340,M010,Season Ticket,2025-01-01,1,32.93,32.93,East Sideline,MEMBER,Mobile App
T0011796,C001405,M010,Single Match,2025-04-27,2,47.34,94.68,West Sideline,,Mobile App
T0011797,C003189,M010,Season Ticket,2025-05-02,1,32.28,32.28,East Sideline,MEMBER,Mobile App
T0011798,C000482,M010,Season Ticket,2025-06-16,2,34.41,68.82,West Sideline,MEMBER,Mobile App
T0011799,C000057,M010,Single Match,2025-05-04,2,32.96,65.92,Supporters' End,,Mobile App
T0011800,C002328,M010,Single Match,2025-06-23,4,49.0,196.0,West Sideline,,Online
T0011801,C001886,M010,Season Ticket,2025-06-26,2,24.72,49.44,Supporters' End,MEMBER,Mobile App
T0011802,C002710,M010,Single Match,2025-05-24,1,50.62,50.62,West Sideline,,Online
T0011803,C001990,M010,Season Ticket,2025-04-06,3,22.87,68.61,Supporters' End,MEMBER,Mobile App
T0011804,C003028,M010,Single Match,2025-05-28,3,45.18,135.54,East Sideline,,Online
T0011805,C001644,M010,Single Match,2025-06-12,2,34.64,69.28,Supporters' End,,Mobile App
T0011806,C002353,M010,Season Ticket,2025-07-03,1,32.3,32.3,East Sideline,MEMBER,Mobile App
T0011807,C002849,M010,Group,2025-04-22,16,22.11,353.76,Family Zone,GROUP15,Online
T0011808,C000587,M010,Single Match,2025-04-21,2,37.22,74.44,Family Zone,,Box Office
T0011809,C001315,M010,Season Ticket,2025-03-20,2,24.85,49.7,Supporters' End,MEMBER,Online
T0011810,C001682,M010,Premium,2025-06-02,3,178.74,536.22,Club Level,,Online
T0011811,C001336,M010,Single Match,2025-04-22,2,31.43,62.86,Family Zone,SUMMIT10,Online
T0011812,C002297,M010,Season Ticket,2025-06-15,3,24.36,73.08,Supporters' End,MEMBER,Sales Representative
T0011813,C001881,M010,Season Ticket,2025-06-25,1,36.78,36.78,West Sideline,MEMBER,Mobile App
T0011814,C000680,M010,Single Match,2025-06-09,1,33.03,33.03,Family Zone,,Online
T0011815,C001585,M010,Single Match,2025-06-20,2,35.48,70.96,Supporters' End,,Online
T0011816,C001903,M010,Season Ticket,2024-12-29,1,24.57,24.57,Supporters' End,MEMBER,Online
T0011817,C000495,M010,Single Match,2025-05-31,1,50.57,50.57,West Sideline,,Online
T0011818,C002716,M010,Single Match,2025-06-09,3,47.3,141.9,East Sideline,,Mobile App
T0011819,C000401,M010,Season Ticket,2025-03-26,1,34.01,34.01,West Sideline,MEMBER,Online
T0011820,C002091,M010,Single Match,2025-06-10,1,37.06,37.06,Family Zone,,Mobile App
T0011821,C002136,M010,Group,2025-04-28,16,19.96,319.36,Family Zone,GROUP15,Online
T0011822,C002692,M010,Season Ticket,2025-03-30,2,35.24,70.48,West Sideline,MEMBER,Online
T0011823,C000369,M010,Season Ticket,2025-05-09,2,32.21,64.42,East Sideline,MEMBER,Online
T0011824,C002034,M010,Single Match,2025-05-07,2,46.22,92.44,East Sideline,,Online
T0011825,C000177,M010,Group,2025-06-14,12,20.13,241.56,Family Zone,GROUP15,Mobile App
T0011826,C003099,M010,Premium,2025-05-08,2,179.06,358.12,Club Level,,Online
T0011827,C002060,M010,Single Match,2025-06-13,2,35.46,70.92,Supporters' End,,Online
T0011828,C001000,M010,Single Match,2025-05-19,1,35.1,35.1,Family Zone,,Box Office
T0011829,C001455,M010,Season Ticket,2025-06-09,1,42.49,42.49,Club Level,MEMBER,Mobile App
T0011830,C000854,M010,Season Ticket,2025-05-28,1,23.96,23.96,Supporters' End,MEMBER,Mobile App
T0011831,C000862,M010,Season Ticket,2025-05-19,2,37.55,75.1,West Sideline,MEMBER,Box Office
T0011832,C002892,M010,Season Ticket,2025-04-17,1,34.3,34.3,West Sideline,MEMBER,Mobile App
T0011833,C000827,M010,Season Ticket,2025-06-24,1,25.08,25.08,Supporters' End,MEMBER,Online
T0011834,C002480,M010,Season Ticket,2025-02-20,1,33.84,33.84,East Sideline,MEMBER,Online
T0011835,C002055,M010,Single Match,2025-06-11,2,32.32,64.64,Supporters' End,FAMILY,Mobile App
T0011836,C002421,M010,Premium,2025-05-14,2,202.75,405.5,Fieldside,,Online
T0011837,C001683,M010,Season Ticket,2025-04-03,2,24.6,49.2,Supporters' End,MEMBER,Online
T0011838,C001138,M010,Season Ticket,2025-01-21,1,35.56,35.56,West Sideline,MEMBER,Online
T0011839,C000624,M010,Season Ticket,2025-04-25,1,24.43,24.43,Supporters' End,MEMBER,Mobile App
T0011840,C002748,M010,Season Ticket,2025-03-21,2,25.32,50.64,Supporters' End,MEMBER,Online
T0011841,C001596,M010,Group,2025-05-12,12,19.09,229.08,North End,GROUP15,Sales Representative
T0011842,C002319,M010,Season Ticket,2025-05-26,1,34.13,34.13,West Sideline,MEMBER,Box Office
T0011843,C000742,M010,Season Ticket,2025-03-18,2,32.61,65.22,East Sideline,MEMBER,Online
T0011844,C002254,M010,Single Match,2025-06-04,1,50.24,50.24,West Sideline,,Mobile App
T0011845,C000137,M010,Single Match,2025-05-02,1,50.8,50.8,West Sideline,,Online
T0011846,C002259,M010,Single Match,2025-06-28,2,36.92,73.84,Family Zone,,Online
T0011847,C001966,M010,Season Ticket,2025-02-03,2,24.71,49.42,Supporters' End,MEMBER,Sales Representative
T0011848,C000443,M010,Group,2025-06-04,12,25.97,311.64,East Sideline,GROUP15,Mobile App
T0011849,C001911,M010,Season Ticket,2024-12-23,4,35.1,140.4,West Sideline,MEMBER,Online
T0011850,C000647,M010,Premium,2025-06-29,3,166.61,499.83,Club Level,WELCOME,Online
T0011851,C001756,M010,Single Match,2025-04-25,4,50.6,202.4,West Sideline,,Online
T0011852,C001123,M010,Group,2025-05-18,12,20.03,240.36,Family Zone,GROUP15,Sales Representative
T0011853,C001278,M010,Group,2025-06-30,16,20.38,326.08,North End,GROUP15,Sales Representative
T0011854,C001514,M010,Single Match,2025-05-03,4,33.53,134.12,Supporters' End,,Box Office
T0011855,C002882,M010,Single Match,2025-07-02,3,33.74,101.22,Supporters' End,,Online
T0011856,C003107,M010,Season Ticket,2025-05-23,2,33.22,66.44,East Sideline,MEMBER,Online
T0011857,C002040,M010,Season Ticket,2025-04-06,1,24.8,24.8,Supporters' End,MEMBER,Online
T0011858,C001218,M010,Single Match,2025-07-01,1,36.9,36.9,Supporters' End,,Sales Representative
T0011859,C000496,M010,Single Match,2025-06-10,1,46.87,46.87,East Sideline,,Mobile App
T0011860,C002071,M010,Single Match,2025-05-30,2,49.77,99.54,West Sideline,,Mobile App
T0011861,C000863,M010,Single Match,2025-06-23,2,46.73,93.46,East Sideline,,Sales Representative
T0011862,C002191,M010,Single Match,2025-05-11,3,35.5,106.5,Family Zone,,Box Office
T0011863,C002506,M010,Season Ticket,2025-05-28,1,35.7,35.7,West Sideline,MEMBER,Sales Representative
T0011864,C002030,M010,Single Match,2025-05-11,2,50.0,100.0,West Sideline,,Mobile App
T0011865,C002362,M010,Single Match,2025-04-30,2,50.73,101.46,West Sideline,,Online
T0011866,C002713,M010,Group,2025-04-25,12,20.0,240.0,North End,GROUP15,Sales Representative
T0011867,C002575,M010,Single Match,2025-04-28,3,44.09,132.27,East Sideline,,Box Office
T0011868,C000896,M010,Season Ticket,2025-06-05,1,34.89,34.89,West Sideline,MEMBER,Online
T0011869,C003065,M010,Season Ticket,2025-07-02,1,44.76,44.76,Club Level,MEMBER,Sales Representative
T0011870,C000413,M010,Season Ticket,2025-01-14,2,24.65,49.3,Supporters' End,MEMBER,Online
T0011871,C002804,M010,Single Match,2025-05-17,1,36.29,36.29,Family Zone,,Online
T0011872,C001830,M010,Single Match,2025-05-12,1,37.35,37.35,Family Zone,,Online
T0011873,C002608,M010,Group,2025-05-26,20,19.93,398.6,North End,GROUP15,Online
T0011874,C002103,M010,Season Ticket,2025-04-12,2,32.9,65.8,West Sideline,MEMBER,Sales Representative
T0011875,C002546,M010,Season Ticket,2025-03-08,1,25.69,25.69,Supporters' End,MEMBER,Online
T0011876,C001227,M010,Season Ticket,2025-03-26,2,33.41,66.82,East Sideline,MEMBER,Online
T0011877,C001416,M010,Season Ticket,2024-12-26,1,35.99,35.99,West Sideline,MEMBER,Mobile App
T0011878,C001734,M010,Season Ticket,2024-12-29,2,32.92,65.84,East Sideline,MEMBER,Online
T0011879,C000058,M010,Premium,2025-05-17,4,203.65,814.6,Fieldside,,Online
T0011880,C002556,M010,Single Match,2025-04-29,2,45.49,90.98,East Sideline,,Mobile App
T0011881,C000160,M010,Season Ticket,2024-12-10,2,31.84,63.68,East Sideline,MEMBER,Box Office
T0011882,C002434,M010,Season Ticket,2024-12-19,2,23.67,47.34,Supporters' End,MEMBER,Online
T0011883,C001959,M010,Season Ticket,2025-05-11,3,32.33,96.99,East Sideline,MEMBER,Online
T0011884,C000685,M010,Season Ticket,2025-05-02,1,36.47,36.47,West Sideline,MEMBER,Online
T0011885,C000236,M010,Single Match,2025-06-23,2,44.49,88.98,East Sideline,,Online
T0011886,C002364,M010,Season Ticket,2025-05-15,1,31.92,31.92,East Sideline,MEMBER,Box Office
T0011887,C000288,M010,Season Ticket,2025-04-07,3,36.72,110.16,West Sideline,MEMBER,Mobile App
T0011888,C000858,M010,Single Match,2025-06-10,3,48.89,146.67,East Sideline,,Online
T0011889,C003076,M010,Single Match,2025-05-18,3,50.91,152.73,West Sideline,,Online
T0011890,C002298,M010,Single Match,2025-05-05,2,48.29,96.58,East Sideline,,Online
T0011891,C002127,M010,Single Match,2025-06-11,1,48.05,48.05,East Sideline,,Box Office
T0011892,C001027,M010,Single Match,2025-06-12,1,33.79,33.79,Supporters' End,,Online
T0011893,C000062,M010,Season Ticket,2025-03-10,1,33.31,33.31,West Sideline,MEMBER,Sales Representative
T0011894,C002933,M010,Season Ticket,2025-06-17,2,24.81,49.62,Supporters' End,MEMBER,Online
T0011895,C001224,M010,Single Match,2025-06-26,4,45.86,183.44,East Sideline,,Box Office
T0011896,C002899,M010,Season Ticket,2025-03-04,2,24.24,48.48,Supporters' End,MEMBER,Online
T0011897,C001169,M010,Group,2025-07-01,20,26.3,526.0,East Sideline,GROUP15,Sales Representative
T0011898,C000063,M010,Season Ticket,2025-06-17,2,31.51,63.02,East Sideline,MEMBER,Sales Representative
T0011899,C003186,M010,Season Ticket,2025-03-19,2,32.95,65.9,East Sideline,MEMBER,Online
T0011900,C000644,M010,Season Ticket,2025-05-29,2,24.56,49.12,Supporters' End,MEMBER,Online
T0011901,C001379,M010,Season Ticket,2024-12-18,2,31.46,62.92,East Sideline,MEMBER,Mobile App
T0011902,C001349,M010,Premium,2025-05-27,2,203.59,407.18,Fieldside,,Sales Representative
T0011903,C002031,M010,Premium,2025-06-05,6,210.08,1260.48,Fieldside,,Sales Representative
T0011904,C002707,M010,Single Match,2025-06-19,2,49.24,98.48,East Sideline,,Box Office
T0011905,C002123,M010,Season Ticket,2025-03-19,2,32.91,65.82,East Sideline,MEMBER,Online
T0011906,C001714,M010,Season Ticket,2025-03-13,2,24.61,49.22,Supporters' End,MEMBER,Mobile App
T0011907,C000968,M010,Single Match,2025-06-09,2,33.27,66.54,Supporters' End,,Online
T0011908,C000735,M010,Group,2025-06-02,8,18.89,151.12,North End,GROUP15,Online
T0011909,C003164,M010,Single Match,2025-06-08,4,35.05,140.2,Family Zone,,Mobile App
T0011910,C001758,M010,Season Ticket,2025-06-11,2,25.3,50.6,Supporters' End,MEMBER,Sales Representative
T0011911,C000695,M010,Single Match,2025-05-28,2,36.49,72.98,Family Zone,,Mobile App
T0011912,C000565,M010,Premium,2025-06-07,2,190.11,380.22,Club Level,,Online
T0011913,C001467,M010,Single Match,2025-05-21,2,45.93,91.86,East Sideline,,Online
T0011914,C000724,M010,Single Match,2025-05-29,2,36.99,73.98,Family Zone,,Mobile App
T0011915,C001339,M010,Single Match,2025-05-13,2,35.78,71.56,Supporters' End,,Online
T0011916,C001741,M010,Premium,2025-05-02,2,212.81,425.62,Fieldside,,Online
T0011917,C002453,M010,Single Match,2025-06-26,1,30.58,30.58,Supporters' End,WELCOME,Online
T0011918,C000560,M010,Season Ticket,2025-01-18,2,24.52,49.04,Supporters' End,MEMBER,Mobile App
T0011919,C002712,M010,Single Match,2025-05-10,2,45.74,91.48,West Sideline,,Online
T0011920,C000634,M010,Group,2025-04-16,30,20.18,605.4,Family Zone,GROUP15,Mobile App
T0011921,C001011,M010,Season Ticket,2025-03-10,4,25.98,103.92,Supporters' End,MEMBER,Online
T0011922,C000622,M010,Season Ticket,2025-06-11,2,33.89,67.78,East Sideline,MEMBER,Sales Representative
T0011923,C001597,M010,Single Match,2025-05-16,1,46.69,46.69,West Sideline,,Online
T0011924,C000342,M010,Season Ticket,2025-05-11,1,32.46,32.46,East Sideline,MEMBER,Online
T0011925,C002168,M010,Single Match,2025-05-09,2,36.01,72.02,Family Zone,,Online
T0011926,C001225,M010,Single Match,2025-05-18,1,44.75,44.75,East Sideline,,Online
T0011927,C002823,M010,Group,2025-06-21,25,21.29,532.25,Family Zone,GROUP15,Online
T0011928,C001998,M010,Season Ticket,2024-12-18,2,35.13,70.26,West Sideline,MEMBER,Sales Representative
T0011929,C001406,M010,Single Match,2025-06-15,2,49.67,99.34,West Sideline,,Online
T0011930,C002864,M010,Single Match,2025-06-15,1,47.92,47.92,West Sideline,,Online
T0011931,C002130,M010,Season Ticket,2025-04-04,3,25.48,76.44,Supporters' End,MEMBER,Box Office
T0011932,C002435,M010,Season Ticket,2025-05-12,1,48.02,48.02,Club Level,MEMBER,Online
T0011933,C002617,M010,Single Match,2025-04-28,2,35.65,71.3,Supporters' End,,Online
T0011934,C001376,M010,Season Ticket,2025-03-08,1,38.45,38.45,West Sideline,MEMBER,Online
T0011935,C001490,M010,Single Match,2025-04-27,1,49.19,49.19,West Sideline,,Mobile App
T0011936,C000592,M010,Season Ticket,2025-06-23,1,45.46,45.46,Club Level,MEMBER,Mobile App
T0011937,C000882,M010,Season Ticket,2025-05-10,3,31.85,95.55,East Sideline,MEMBER,Online
T0011938,C001805,M010,Single Match,2025-04-22,2,46.39,92.78,East Sideline,,Online
T0011939,C000556,M010,Season Ticket,2025-06-14,2,32.28,64.56,West Sideline,MEMBER,Online
T0011940,C002920,M010,Season Ticket,2025-06-10,2,32.34,64.68,East Sideline,MEMBER,Mobile App
T0011941,C002801,M010,Season Ticket,2025-01-14,1,33.98,33.98,West Sideline,MEMBER,Online
T0011942,C003125,M010,Season Ticket,2024-12-21,1,36.07,36.07,East Sideline,MEMBER,Online
T0011943,C001206,M010,Single Match,2025-05-28,2,48.39,96.78,West Sideline,,Online
T0011944,C000244,M010,Season Ticket,2025-05-20,1,33.13,33.13,East Sideline,MEMBER,Online
T0011945,C001548,M010,Single Match,2025-05-07,2,50.22,100.44,East Sideline,,Mobile App
T0011946,C001949,M010,Single Match,2025-06-15,1,40.78,40.78,East Sideline,WELCOME,Online
T0011947,C002976,M010,Single Match,2025-06-25,2,35.6,71.2,Family Zone,,Box Office
T0011948,C002255,M010,Single Match,2025-06-08,2,34.96,69.92,Supporters' End,,Box Office
T0011949,C002476,M010,Single Match,2025-05-30,1,46.82,46.82,East Sideline,,Online
T0011950,C001677,M010,Single Match,2025-06-20,2,50.72,101.44,West Sideline,,Online
T0011951,C001186,M010,Single Match,2025-06-12,2,45.4,90.8,East Sideline,,Box Office
T0011952,C000880,M010,Premium,2025-04-23,2,159.23,318.46,Club Level,WELCOME,Sales Representative
T0011953,C001977,M010,Season Ticket,2025-02-10,2,32.56,65.12,West Sideline,MEMBER,Mobile App
T0011954,C000222,M010,Single Match,2025-06-11,1,36.24,36.24,Supporters' End,,Mobile App
T0011955,C001107,M010,Single Match,2025-05-06,2,34.47,68.94,Supporters' End,,Online
T0011956,C002417,M010,Season Ticket,2025-05-23,1,33.98,33.98,East Sideline,MEMBER,Online
T0011957,C001676,M010,Season Ticket,2025-02-11,2,34.74,69.48,East Sideline,MEMBER,Online
T0011958,C001175,M010,Premium,2025-06-01,4,185.21,740.84,Club Level,,Sales Representative
T0011959,C002160,M010,Single Match,2025-06-30,3,36.95,110.85,Supporters' End,,Box Office
T0011960,C002105,M010,Season Ticket,2025-06-11,2,43.9,87.8,Club Level,MEMBER,Online
T0011961,C001666,M010,Season Ticket,2025-03-13,3,46.7,140.1,Club Level,MEMBER,Online
T0011962,C001852,M010,Single Match,2025-06-17,2,32.88,65.76,Supporters' End,SUMMIT10,Online
T0011963,C001979,M010,Single Match,2025-06-28,2,38.72,77.44,Family Zone,,Online
T0011964,C003091,M010,Single Match,2025-06-21,2,35.34,70.68,Family Zone,,Online
T0011965,C000679,M010,Season Ticket,2025-05-16,1,34.07,34.07,West Sideline,MEMBER,Sales Representative
T0011966,C000966,M010,Single Match,2025-05-24,2,34.61,69.22,Family Zone,SUMMIT10,Box Office
T0011967,C000433,M010,Single Match,2025-04-23,2,33.4,66.8,Supporters' End,,Box Office
T0011968,C000191,M010,Group,2025-06-25,16,19.33,309.28,North End,GROUP15,Mobile App
T0011969,C001894,M010,Premium,2025-07-03,1,189.11,189.11,Club Level,,Online
T0011970,C000473,M010,Single Match,2025-05-01,1,36.04,36.04,Supporters' End,,Online
T0011971,C000451,M010,Single Match,2025-05-30,2,51.16,102.32,West Sideline,,Online
T0011972,C002220,M010,Single Match,2025-04-21,1,32.18,32.18,Supporters' End,,Mobile App
T0011973,C000154,M010,Single Match,2025-05-22,2,33.92,67.84,Supporters' End,,Online
T0011974,C000366,M010,Season Ticket,2025-06-05,2,25.26,50.52,Supporters' End,MEMBER,Box Office
T0011975,C000477,M010,Season Ticket,2025-02-19,3,33.28,99.84,East Sideline,MEMBER,Online
T0011976,C000150,M010,Season Ticket,2025-03-25,2,24.51,49.02,Supporters' End,MEMBER,Online
T0011977,C003130,M010,Single Match,2025-04-27,3,34.01,102.03,Supporters' End,,Mobile App
T0011978,C001763,M010,Single Match,2025-06-05,2,46.15,92.3,East Sideline,,Mobile App
T0011979,C000382,M010,Premium,2025-04-22,2,211.09,422.18,Fieldside,,Online
T0011980,C002733,M010,Single Match,2025-05-20,1,37.71,37.71,Family Zone,,Box Office
T0011981,C001400,M010,Season Ticket,2025-05-15,1,26.25,26.25,Supporters' End,MEMBER,Online
T0011982,C000786,M010,Single Match,2025-06-04,1,37.85,37.85,Family Zone,,Online
T0011983,C002721,M010,Season Ticket,2025-02-07,2,34.07,68.14,East Sideline,MEMBER,Sales Representative
T0011984,C002972,M010,Season Ticket,2025-06-06,2,34.99,69.98,West Sideline,MEMBER,Mobile App
T0011985,C000210,M010,Premium,2025-05-16,1,209.74,209.74,Fieldside,,Mobile App
T0011986,C000920,M010,Single Match,2025-04-26,2,33.97,67.94,Supporters' End,,Online
T0011987,C002418,M010,Season Ticket,2024-12-20,1,46.63,46.63,Club Level,MEMBER,Mobile App
T0011988,C001468,M010,Season Ticket,2025-04-01,3,33.25,99.75,East Sideline,MEMBER,Online
T0011989,C002729,M010,Season Ticket,2025-03-30,1,31.15,31.15,East Sideline,MEMBER,Online
T0011990,C002466,M010,Season Ticket,2025-06-09,1,36.62,36.62,West Sideline,MEMBER,Sales Representative
T0011991,C001162,M010,Season Ticket,2025-06-22,1,24.58,24.58,Supporters' End,MEMBER,Mobile App
T0011992,C000753,M010,Single Match,2025-06-06,2,33.96,67.92,Supporters' End,,Sales Representative
T0011993,C001252,M010,Single Match,2025-06-19,2,45.26,90.52,West Sideline,FAMILY,Online
T0011994,C000349,M010,Single Match,2025-05-26,1,35.87,35.87,Supporters' End,,Online
T0011995,C001667,M010,Premium,2025-05-27,2,205.18,410.36,Fieldside,,Box Office
T0011996,C001025,M010,Single Match,2025-06-26,1,37.57,37.57,Supporters' End,,Box Office
T0011997,C002345,M010,Premium,2025-06-19,1,190.1,190.1,Club Level,,Online
T0011998,C002800,M010,Season Ticket,2024-12-18,2,26.01,52.02,Supporters' End,MEMBER,Online
T0011999,C001826,M010,Season Ticket,2025-02-12,1,24.76,24.76,Supporters' End,MEMBER,Online
T0012000,C000156,M010,Season Ticket,2025-05-20,3,25.26,75.78,Supporters' End,MEMBER,Mobile App
T0012001,C001528,M010,Single Match,2025-06-18,2,43.5,87.0,East Sideline,,Online
T0012002,C002379,M010,Premium,2025-06-05,2,191.03,382.06,Fieldside,SUMMIT10,Mobile App
T0012003,C000171,M010,Single Match,2025-05-27,3,44.65,133.95,East Sideline,FAMILY,Online
T0012004,C000891,M010,Season Ticket,2025-06-18,1,33.99,33.99,East Sideline,MEMBER,Online
T0012005,C002647,M010,Season Ticket,2025-04-16,1,34.73,34.73,West Sideline,MEMBER,Mobile App
T0012006,C001294,M010,Premium,2025-06-23,4,196.08,784.32,Fieldside,,Sales Representative
T0012007,C000125,M010,Single Match,2025-05-08,4,52.36,209.44,West Sideline,,Online
T0012008,C001650,M010,Premium,2025-06-26,2,200.82,401.64,Fieldside,,Online
T0012009,C000516,M010,Single Match,2025-05-25,2,49.47,98.94,West Sideline,,Online
T0012010,C001752,M010,Single Match,2025-06-15,2,47.64,95.28,East Sideline,,Box Office
T0012011,C000836,M010,Group,2025-04-23,10,24.77,247.7,East Sideline,GROUP15,Sales Representative
T0012012,C001303,M010,Single Match,2025-06-21,1,34.85,34.85,Supporters' End,,Mobile App
T0012013,C000235,M010,Single Match,2025-06-15,3,49.19,147.57,West Sideline,,Online
T0012014,C002530,M010,Season Ticket,2025-01-08,2,45.82,91.64,Club Level,MEMBER,Online
T0012015,C000181,M010,Single Match,2025-05-10,2,31.49,62.98,Family Zone,FAMILY,Online
T0012016,C000218,M010,Season Ticket,2025-04-25,1,32.21,32.21,East Sideline,MEMBER,Mobile App
T0012017,C002564,M010,Season Ticket,2025-04-01,1,46.0,46.0,Club Level,MEMBER,Mobile App
T0012018,C001456,M010,Group,2025-06-28,20,20.52,410.4,Family Zone,GROUP15,Online
T0012019,C002271,M010,Group,2025-06-13,25,20.25,506.25,Family Zone,GROUP15,Online
T0012020,C001145,M010,Season Ticket,2025-06-18,3,31.39,94.17,East Sideline,MEMBER,Online
T0012021,C003174,M010,Single Match,2025-04-30,2,37.46,74.92,Family Zone,,Mobile App
T0012022,C000484,M010,Season Ticket,2025-05-21,1,47.69,47.69,Club Level,MEMBER,Online
T0012023,C000526,M010,Season Ticket,2025-03-13,1,25.32,25.32,Supporters' End,MEMBER,Mobile App
T0012024,C002022,M010,Single Match,2025-05-28,1,47.69,47.69,East Sideline,,Sales Representative
T0012025,C001187,M010,Group,2025-04-14,16,20.38,326.08,Family Zone,GROUP15,Online
T0012026,C001425,M010,Single Match,2025-05-19,1,47.3,47.3,East Sideline,,Online
T0012027,C002237,M010,Single Match,2025-06-26,1,33.64,33.64,Supporters' End,,Online
T0012028,C000392,M010,Single Match,2025-05-11,2,34.73,69.46,Family Zone,,Mobile App
T0012029,C000033,M010,Single Match,2025-05-09,3,45.83,137.49,East Sideline,,Sales Representative
T0012030,C000253,M010,Single Match,2025-06-09,2,33.4,66.8,Supporters' End,,Online
T0012031,C000725,M010,Single Match,2025-06-19,3,47.91,143.73,West Sideline,,Online
T0012032,C001306,M010,Season Ticket,2025-02-11,2,33.22,66.44,West Sideline,MEMBER,Mobile App
T0012033,C003072,M010,Season Ticket,2025-04-19,3,34.12,102.36,West Sideline,MEMBER,Box Office
T0012034,C001415,M010,Single Match,2025-05-21,3,46.04,138.12,East Sideline,,Online
T0012035,C000714,M010,Single Match,2025-05-01,2,48.84,97.68,West Sideline,,Online
T0012036,C003049,M010,Season Ticket,2025-06-11,2,24.9,49.8,Supporters' End,MEMBER,Sales Representative
T0012037,C003168,M010,Season Ticket,2025-06-30,1,33.06,33.06,East Sideline,MEMBER,Mobile App
T0012038,C001568,M010,Season Ticket,2025-01-15,3,23.85,71.55,Supporters' End,MEMBER,Mobile App
T0012039,C001885,M010,Season Ticket,2025-03-17,1,34.37,34.37,West Sideline,MEMBER,Online
T0012040,C000458,M010,Single Match,2025-06-09,1,52.51,52.51,West Sideline,,Sales Representative
T0012041,C000643,M010,Season Ticket,2025-01-14,2,23.3,46.6,Supporters' End,MEMBER,Online
T0012042,C000983,M010,Season Ticket,2025-05-05,1,24.17,24.17,Supporters' End,MEMBER,Online
T0012043,C000023,M010,Single Match,2025-06-30,2,44.45,88.9,East Sideline,WELCOME,Mobile App
T0012044,C000707,M010,Group,2025-04-19,10,27.18,271.8,East Sideline,GROUP15,Online
T0012045,C001623,M010,Single Match,2025-04-22,3,34.48,103.44,Supporters' End,,Online
T0012046,C001600,M010,Season Ticket,2025-07-01,4,32.16,128.64,East Sideline,MEMBER,Mobile App
T0012047,C002289,M010,Season Ticket,2024-12-17,3,31.64,94.92,East Sideline,MEMBER,Box Office
T0012048,C002876,M010,Single Match,2025-06-09,3,34.55,103.65,Supporters' End,,Box Office
T0012049,C000118,M010,Single Match,2025-04-26,1,34.97,34.97,Supporters' End,,Mobile App
T0012050,C000501,M010,Season Ticket,2025-01-14,3,33.02,99.06,East Sideline,MEMBER,Mobile App
T0012051,C002914,M010,Single Match,2025-05-03,3,34.47,103.41,Family Zone,,Online
T0012052,C002891,M010,Premium,2025-06-14,4,186.37,745.48,Club Level,,Box Office
T0012053,C000027,M010,Single Match,2025-05-31,1,48.82,48.82,West Sideline,,Mobile App
T0012054,C002955,M010,Season Ticket,2025-03-17,1,33.9,33.9,East Sideline,MEMBER,Sales Representative
T0012055,C002968,M010,Season Ticket,2025-06-15,1,32.44,32.44,East Sideline,MEMBER,Online
T0012056,C002276,M010,Season Ticket,2025-03-05,2,46.34,92.68,Club Level,MEMBER,Online
T0012057,C000828,M010,Single Match,2025-06-11,3,51.35,154.05,West Sideline,,Online
T0012058,C001345,M010,Single Match,2025-06-14,2,35.84,71.68,Supporters' End,,Sales Representative
T0012059,C000635,M010,Single Match,2025-06-01,1,32.47,32.47,Family Zone,SUMMIT10,Mobile App
T0012060,C002633,M010,Single Match,2025-06-05,1,41.18,41.18,East Sideline,WELCOME,Online
