attendance_id,ticket_id,match_id,customer_id,tickets_issued,tickets_scanned,scan_timestamp,entry_gate,attendance_status
A0015654,T0015654,M013,C002416,1,1,2025-08-06 19:01:00,Premium Entrance,Full Scan
A0015655,T0015655,M013,C000532,1,1,2025-08-06 19:05:00,East Gate,Full Scan
A0015656,T0015656,M013,C001319,2,2,2025-08-06 19:05:00,North Gate,Full Scan
A0015657,T0015657,M013,C001760,2,2,2025-08-06 18:43:00,East Gate,Full Scan
A0015658,T0015658,M013,C001725,2,2,2025-08-06 18:54:00,East Gate,Full Scan
A0015659,T0015659,M013,C000581,3,2,2025-08-06 18:31:00,East Gate,Partial Scan
A0015660,T0015660,M013,C002214,3,3,2025-08-06 18:43:00,West Gate,Full Scan
A0015661,T0015661,M013,C002874,1,1,2025-08-06 18:35:00,East Gate,Full Scan
A0015662,T0015662,M013,C001279,2,1,2025-08-06 18:29:00,East Gate,Partial Scan
A0015663,T0015663,M013,C000776,1,1,2025-08-06 18:48:00,East Gate,Full Scan
A0015664,T0015664,M013,C002122,12,10,2025-08-06 18:40:00,East Gate,Partial Scan
A0015665,T0015665,M013,C002204,1,1,2025-08-06 18:38:00,Premium Entrance,Full Scan
A0015666,T0015666,M013,C001419,2,2,2025-08-06 19:13:00,East Gate,Full Scan
A0015667,T0015667,M013,C001212,2,1,2025-08-06 19:18:00,East Gate,Partial Scan
A0015668,T0015668,M013,C002624,1,1,2025-08-06 19:27:00,West Gate,Full Scan
A0015669,T0015669,M013,C002330,2,1,2025-08-06 18:44:00,North Gate,Partial Scan
A0015670,T0015670,M013,C001740,2,1,2025-08-06 18:20:00,West Gate,Partial Scan
A0015671,T0015671,M013,C003057,3,2,2025-08-06 18:49:00,North Gate,Partial Scan
A0015672,T0015672,M013,C001833,2,2,2025-08-06 19:06:00,North Gate,Full Scan
A0015673,T0015673,M013,C002666,1,1,2025-08-06 18:55:00,Premium Entrance,Full Scan
A0015674,T0015674,M013,C002651,1,0,,East Gate,No Show
A0015675,T0015675,M013,C000284,1,1,2025-08-06 18:49:00,West Gate,Full Scan
A0015676,T0015676,M013,C001938,1,1,2025-08-06 19:11:00,West Gate,Full Scan
A0015677,T0015677,M013,C001394,3,3,2025-08-06 18:49:00,Premium Entrance,Full Scan
A0015678,T0015678,M013,C000858,1,0,,Premium Entrance,No Show
A0015679,T0015679,M013,C002480,1,1,2025-08-06 19:11:00,East Gate,Full Scan
A0015680,T0015680,M013,C002893,2,2,2025-08-06 18:51:00,East Gate,Full Scan
A0015681,T0015681,M013,C003166,25,17,2025-08-06 19:19:00,North Gate,Partial Scan
A0015682,T0015682,M013,C000940,20,15,2025-08-06 19:08:00,East Gate,Partial Scan
A0015683,T0015683,M013,C000203,2,1,2025-08-06 19:17:00,North Gate,Partial Scan
A0015684,T0015684,M013,C002248,2,2,2025-08-06 18:37:00,North Gate,Full Scan
A0015685,T0015685,M013,C001165,2,1,2025-08-06 19:18:00,East Gate,Partial Scan
A0015686,T0015686,M013,C000948,3,3,2025-08-06 18:58:00,North Gate,Full Scan
A0015687,T0015687,M013,C003074,2,2,2025-08-06 19:15:00,East Gate,Full Scan
A0015688,T0015688,M013,C002627,4,3,2025-08-06 19:27:00,East Gate,Partial Scan
A0015689,T0015689,M013,C001491,3,2,2025-08-06 18:17:00,North Gate,Partial Scan
A0015690,T0015690,M013,C001231,1,1,2025-08-06 18:50:00,North Gate,Full Scan
A0015691,T0015691,M013,C002499,1,1,2025-08-06 19:12:00,West Gate,Full Scan
A0015692,T0015692,M013,C002955,2,1,2025-08-06 18:43:00,East Gate,Partial Scan
A0015693,T0015693,M013,C003157,3,3,2025-08-06 18:59:00,Premium Entrance,Full Scan
A0015694,T0015694,M013,C000650,2,1,2025-08-06 18:30:00,North Gate,Partial Scan
A0015695,T0015695,M013,C003088,1,1,2025-08-06 19:15:00,East Gate,Full Scan
A0015696,T0015696,M013,C000549,1,1,2025-08-06 19:02:00,West Gate,Full Scan
A0015697,T0015697,M013,C000865,2,2,2025-08-06 18:52:00,North Gate,Full Scan
A0015698,T0015698,M013,C002631,2,2,2025-08-06 18:46:00,East Gate,Full Scan
A0015699,T0015699,M013,C002001,1,1,2025-08-06 18:27:00,West Gate,Full Scan
A0015700,T0015700,M013,C002748,2,1,2025-08-06 19:09:00,Premium Entrance,Partial Scan
A0015701,T0015701,M013,C000296,1,1,2025-08-06 18:35:00,North Gate,Full Scan
A0015702,T0015702,M013,C001697,2,1,2025-08-06 18:31:00,North Gate,Partial Scan
A0015703,T0015703,M013,C000183,4,3,2025-08-06 19:27:00,North Gate,Partial Scan
A0015704,T0015704,M013,C002826,1,1,2025-08-06 19:27:00,West Gate,Full Scan
A0015705,T0015705,M013,C001845,1,1,2025-08-06 18:45:00,East Gate,Full Scan
A0015706,T0015706,M013,C001234,1,1,2025-08-06 18:33:00,East Gate,Full Scan
A0015707,T0015707,M013,C002568,2,2,2025-08-06 18:41:00,Premium Entrance,Full Scan
A0015708,T0015708,M013,C000831,4,4,2025-08-06 18:45:00,East Gate,Full Scan
A0015709,T0015709,M013,C001939,2,2,2025-08-06 18:18:00,West Gate,Full Scan
A0015710,T0015710,M013,C001500,2,2,2025-08-06 18:29:00,East Gate,Full Scan
A0015711,T0015711,M013,C003067,2,1,2025-08-06 18:53:00,North Gate,Partial Scan
A0015712,T0015712,M013,C000162,2,2,2025-08-06 18:39:00,Premium Entrance,Full Scan
A0015713,T0015713,M013,C001024,8,4,2025-08-06 18:52:00,West Gate,Partial Scan
A0015714,T0015714,M013,C002581,1,0,,North Gate,No Show
A0015715,T0015715,M013,C002167,1,1,2025-08-06 19:17:00,North Gate,Full Scan
A0015716,T0015716,M013,C002640,3,3,2025-08-06 19:01:00,North Gate,Full Scan
A0015717,T0015717,M013,C001246,1,1,2025-08-06 18:32:00,East Gate,Full Scan
A0015718,T0015718,M013,C001017,3,2,2025-08-06 18:35:00,East Gate,Partial Scan
A0015719,T0015719,M013,C002331,4,4,2025-08-06 18:48:00,Premium Entrance,Full Scan
A0015720,T0015720,M013,C000287,2,1,2025-08-06 19:05:00,North Gate,Partial Scan
A0015721,T0015721,M013,C001983,1,0,,Premium Entrance,No Show
A0015722,T0015722,M013,C000095,3,3,2025-08-06 18:58:00,West Gate,Full Scan
A0015723,T0015723,M013,C002801,1,1,2025-08-06 19:05:00,North Gate,Full Scan
A0015724,T0015724,M013,C001413,1,1,2025-08-06 18:27:00,North Gate,Full Scan
A0015725,T0015725,M013,C001119,2,2,2025-08-06 19:27:00,East Gate,Full Scan
A0015726,T0015726,M013,C002635,3,2,2025-08-06 18:59:00,North Gate,Partial Scan
A0015727,T0015727,M013,C001670,1,1,2025-08-06 18:27:00,North Gate,Full Scan
A0015728,T0015728,M013,C002148,2,2,2025-08-06 18:44:00,North Gate,Full Scan
A0015729,T0015729,M013,C001571,1,1,2025-08-06 18:40:00,West Gate,Full Scan
A0015730,T0015730,M013,C001353,4,4,2025-08-06 19:00:00,North Gate,Full Scan
A0015731,T0015731,M013,C000218,2,2,2025-08-06 19:00:00,North Gate,Full Scan
A0015732,T0015732,M013,C002513,1,1,2025-08-06 18:41:00,North Gate,Full Scan
A0015733,T0015733,M013,C001296,2,2,2025-08-06 19:00:00,East Gate,Full Scan
A0015734,T0015734,M013,C002456,1,1,2025-08-06 18:11:00,North Gate,Full Scan
A0015735,T0015735,M013,C002322,1,1,2025-08-06 18:40:00,West Gate,Full Scan
A0015736,T0015736,M013,C000905,1,1,2025-08-06 18:47:00,West Gate,Full Scan
A0015737,T0015737,M013,C002978,20,14,2025-08-06 18:43:00,East Gate,Partial Scan
A0015738,T0015738,M013,C001621,1,1,2025-08-06 18:32:00,West Gate,Full Scan
A0015739,T0015739,M013,C000752,1,1,2025-08-06 19:14:00,Premium Entrance,Full Scan
A0015740,T0015740,M013,C000561,1,1,2025-08-06 19:07:00,Premium Entrance,Full Scan
A0015741,T0015741,M013,C001714,1,1,2025-08-06 19:04:00,Premium Entrance,Full Scan
A0015742,T0015742,M013,C000096,4,3,2025-08-06 18:24:00,North Gate,Partial Scan
A0015743,T0015743,M013,C002762,2,2,2025-08-06 18:52:00,East Gate,Full Scan
A0015744,T0015744,M013,C002076,1,1,2025-08-06 19:06:00,West Gate,Full Scan
A0015745,T0015745,M013,C000859,2,2,2025-08-06 18:51:00,Premium Entrance,Full Scan
A0015746,T0015746,M013,C000740,4,4,2025-08-06 18:55:00,West Gate,Full Scan
A0015747,T0015747,M013,C002532,2,1,2025-08-06 19:02:00,Premium Entrance,Partial Scan
A0015748,T0015748,M013,C003014,1,1,2025-08-06 19:02:00,East Gate,Full Scan
A0015749,T0015749,M013,C003043,2,2,2025-08-06 19:07:00,East Gate,Full Scan
A0015750,T0015750,M013,C001997,1,0,,West Gate,No Show
A0015751,T0015751,M013,C001383,1,1,2025-08-06 18:47:00,East Gate,Full Scan
A0015752,T0015752,M013,C001860,2,0,,Premium Entrance,No Show
A0015753,T0015753,M013,C002604,2,2,2025-08-06 18:32:00,West Gate,Full Scan
A0015754,T0015754,M013,C000270,2,2,2025-08-06 18:48:00,West Gate,Full Scan
A0015755,T0015755,M013,C001447,1,1,2025-08-06 18:53:00,East Gate,Full Scan
A0015756,T0015756,M013,C001455,4,4,2025-08-06 18:14:00,North Gate,Full Scan
A0015757,T0015757,M013,C002094,1,0,,Premium Entrance,No Show
A0015758,T0015758,M013,C001559,1,1,2025-08-06 18:45:00,Premium Entrance,Full Scan
A0015759,T0015759,M013,C001269,3,2,2025-08-06 19:10:00,Premium Entrance,Partial Scan
A0015760,T0015760,M013,C002490,1,1,2025-08-06 19:07:00,Premium Entrance,Full Scan
A0015761,T0015761,M013,C002630,2,2,2025-08-06 18:42:00,West Gate,Full Scan
A0015762,T0015762,M013,C002947,2,2,2025-08-06 18:58:00,North Gate,Full Scan
A0015763,T0015763,M013,C000227,4,3,2025-08-06 19:08:00,North Gate,Partial Scan
A0015764,T0015764,M013,C001890,1,1,2025-08-06 19:15:00,West Gate,Full Scan
A0015765,T0015765,M013,C000982,1,1,2025-08-06 18:47:00,North Gate,Full Scan
A0015766,T0015766,M013,C002092,1,1,2025-08-06 19:10:00,East Gate,Full Scan
A0015767,T0015767,M013,C002963,4,4,2025-08-06 18:44:00,North Gate,Full Scan
A0015768,T0015768,M013,C001400,2,2,2025-08-06 18:49:00,East Gate,Full Scan
A0015769,T0015769,M013,C001675,1,1,2025-08-06 18:38:00,North Gate,Full Scan
A0015770,T0015770,M013,C002824,4,4,2025-08-06 18:51:00,East Gate,Full Scan
A0015771,T0015771,M013,C000338,12,10,2025-08-06 19:17:00,North Gate,Partial Scan
A0015772,T0015772,M013,C003154,1,1,2025-08-06 19:00:00,North Gate,Full Scan
A0015773,T0015773,M013,C002361,2,1,2025-08-06 18:53:00,West Gate,Partial Scan
A0015774,T0015774,M013,C002687,1,1,2025-08-06 18:29:00,West Gate,Full Scan
A0015775,T0015775,M013,C000249,1,1,2025-08-06 18:34:00,West Gate,Full Scan
A0015776,T0015776,M013,C000038,3,3,2025-08-06 18:47:00,East Gate,Full Scan
A0015777,T0015777,M013,C000460,1,1,2025-08-06 18:41:00,North Gate,Full Scan
A0015778,T0015778,M013,C003194,2,2,2025-08-06 18:47:00,North Gate,Full Scan
A0015779,T0015779,M013,C001102,2,2,2025-08-06 18:39:00,North Gate,Full Scan
A0015780,T0015780,M013,C000080,3,3,2025-08-06 18:50:00,North Gate,Full Scan
A0015781,T0015781,M013,C002141,2,2,2025-08-06 18:34:00,Premium Entrance,Full Scan
A0015782,T0015782,M013,C000013,2,2,2025-08-06 18:39:00,West Gate,Full Scan
A0015783,T0015783,M013,C002815,2,2,2025-08-06 18:23:00,West Gate,Full Scan
A0015784,T0015784,M013,C003049,2,2,2025-08-06 18:45:00,North Gate,Full Scan
A0015785,T0015785,M013,C003168,2,2,2025-08-06 18:50:00,Premium Entrance,Full Scan
A0015786,T0015786,M013,C001749,1,1,2025-08-06 19:18:00,East Gate,Full Scan
A0015787,T0015787,M013,C002233,2,2,2025-08-06 18:41:00,West Gate,Full Scan
A0015788,T0015788,M013,C002466,3,2,2025-08-06 18:37:00,West Gate,Partial Scan
A0015789,T0015789,M013,C002196,1,1,2025-08-06 18:54:00,Premium Entrance,Full Scan
A0015790,T0015790,M013,C001540,1,0,,East Gate,No Show
A0015791,T0015791,M013,C000505,1,1,2025-08-06 19:09:00,Premium Entrance,Full Scan
A0015792,T0015792,M013,C000470,1,1,2025-08-06 18:45:00,North Gate,Full Scan
A0015793,T0015793,M013,C000160,1,1,2025-08-06 19:16:00,East Gate,Full Scan
A0015794,T0015794,M013,C002653,3,3,2025-08-06 19:27:00,North Gate,Full Scan
A0015795,T0015795,M013,C001113,1,1,2025-08-06 18:28:00,West Gate,Full Scan
A0015796,T0015796,M013,C000378,2,2,2025-08-06 18:29:00,East Gate,Full Scan
A0015797,T0015797,M013,C000557,2,1,2025-08-06 18:56:00,East Gate,Partial Scan
A0015798,T0015798,M013,C001244,1,1,2025-08-06 19:27:00,East Gate,Full Scan
A0015799,T0015799,M013,C000609,1,1,2025-08-06 18:45:00,Premium Entrance,Full Scan
A0015800,T0015800,M013,C001031,1,1,2025-08-06 18:41:00,North Gate,Full Scan
A0015801,T0015801,M013,C000052,2,2,2025-08-06 18:25:00,Premium Entrance,Full Scan
A0015802,T0015802,M013,C001127,4,3,2025-08-06 19:27:00,North Gate,Partial Scan
A0015803,T0015803,M013,C001660,3,3,2025-08-06 19:27:00,Premium Entrance,Full Scan
A0015804,T0015804,M013,C000397,2,2,2025-08-06 19:04:00,East Gate,Full Scan
A0015805,T0015805,M013,C000915,1,0,,East Gate,No Show
A0015806,T0015806,M013,C002678,2,2,2025-08-06 18:47:00,West Gate,Full Scan
A0015807,T0015807,M013,C001665,1,1,2025-08-06 18:13:00,West Gate,Full Scan
A0015808,T0015808,M013,C002412,2,2,2025-08-06 19:01:00,West Gate,Full Scan
A0015809,T0015809,M013,C002238,2,2,2025-08-06 18:44:00,Premium Entrance,Full Scan
A0015810,T0015810,M013,C001416,1,1,2025-08-06 19:01:00,North Gate,Full Scan
A0015811,T0015811,M013,C002473,4,3,2025-08-06 18:29:00,Premium Entrance,Partial Scan
A0015812,T0015812,M013,C001611,2,2,2025-08-06 18:58:00,East Gate,Full Scan
A0015813,T0015813,M013,C001499,2,1,2025-08-06 18:58:00,West Gate,Partial Scan
A0015814,T0015814,M013,C001871,1,1,2025-08-06 18:35:00,North Gate,Full Scan
A0015815,T0015815,M013,C001069,2,2,2025-08-06 19:12:00,West Gate,Full Scan
A0015816,T0015816,M013,C000820,1,0,,North Gate,No Show
A0015817,T0015817,M013,C002045,3,3,2025-08-06 18:31:00,West Gate,Full Scan
A0015818,T0015818,M013,C000469,2,1,2025-08-06 18:52:00,East Gate,Partial Scan
A0015819,T0015819,M013,C001116,2,2,2025-08-06 19:20:00,North Gate,Full Scan
A0015820,T0015820,M013,C001913,20,15,2025-08-06 18:17:00,North Gate,Partial Scan
A0015821,T0015821,M013,C003139,1,1,2025-08-06 18:45:00,North Gate,Full Scan
A0015822,T0015822,M013,C001831,3,3,2025-08-06 19:16:00,North Gate,Full Scan
A0015823,T0015823,M013,C001572,8,6,2025-08-06 19:04:00,Premium Entrance,Partial Scan
A0015824,T0015824,M013,C001637,1,0,,West Gate,No Show
A0015825,T0015825,M013,C002993,12,12,2025-08-06 19:16:00,Premium Entrance,Full Scan
A0015826,T0015826,M013,C000396,1,1,2025-08-06 18:56:00,West Gate,Full Scan
A0015827,T0015827,M013,C000105,1,1,2025-08-06 18:48:00,West Gate,Full Scan
A0015828,T0015828,M013,C001762,2,2,2025-08-06 19:27:00,West Gate,Full Scan
A0015829,T0015829,M013,C001799,3,3,2025-08-06 19:01:00,West Gate,Full Scan
A0015830,T0015830,M013,C001651,2,1,2025-08-06 19:07:00,West Gate,Partial Scan
A0015831,T0015831,M013,C002220,1,1,2025-08-06 19:16:00,West Gate,Full Scan
A0015832,T0015832,M013,C001969,1,1,2025-08-06 18:42:00,East Gate,Full Scan
A0015833,T0015833,M013,C000495,2,2,2025-08-06 18:39:00,East Gate,Full Scan
A0015834,T0015834,M013,C000791,2,2,2025-08-06 19:03:00,Premium Entrance,Full Scan
A0015835,T0015835,M013,C000995,2,1,2025-08-06 18:53:00,North Gate,Partial Scan
A0015836,T0015836,M013,C001133,1,1,2025-08-06 18:41:00,West Gate,Full Scan
A0015837,T0015837,M013,C000899,1,1,2025-08-06 18:45:00,North Gate,Full Scan
A0015838,T0015838,M013,C001847,2,1,2025-08-06 19:04:00,North Gate,Partial Scan
A0015839,T0015839,M013,C003107,1,1,2025-08-06 18:40:00,East Gate,Full Scan
A0015840,T0015840,M013,C002368,2,2,2025-08-06 18:56:00,West Gate,Full Scan
A0015841,T0015841,M013,C002062,25,21,2025-08-06 18:34:00,Premium Entrance,Partial Scan
A0015842,T0015842,M013,C002405,2,2,2025-08-06 19:27:00,West Gate,Full Scan
A0015843,T0015843,M013,C001340,2,1,2025-08-06 18:56:00,West Gate,Partial Scan
A0015844,T0015844,M013,C001084,30,24,2025-08-06 18:38:00,West Gate,Partial Scan
A0015845,T0015845,M013,C002426,1,1,2025-08-06 19:05:00,West Gate,Full Scan
A0015846,T0015846,M013,C001494,2,2,2025-08-06 18:46:00,East Gate,Full Scan
A0015847,T0015847,M013,C000641,2,2,2025-08-06 18:50:00,North Gate,Full Scan
A0015848,T0015848,M013,C000886,3,3,2025-08-06 18:50:00,West Gate,Full Scan
A0015849,T0015849,M013,C003066,2,2,2025-08-06 18:40:00,Premium Entrance,Full Scan
A0015850,T0015850,M013,C000161,1,0,,North Gate,No Show
A0015851,T0015851,M013,C001580,3,3,2025-08-06 18:44:00,West Gate,Full Scan
A0015852,T0015852,M013,C002518,12,9,2025-08-06 18:40:00,West Gate,Partial Scan
A0015853,T0015853,M013,C003198,1,1,2025-08-06 19:27:00,North Gate,Full Scan
A0015854,T0015854,M013,C002614,1,1,2025-08-06 18:40:00,North Gate,Full Scan
A0015855,T0015855,M013,C003172,2,2,2025-08-06 19:14:00,East Gate,Full Scan
A0015856,T0015856,M013,C000065,1,0,,Premium Entrance,No Show
A0015857,T0015857,M013,C002197,2,2,2025-08-06 18:46:00,North Gate,Full Scan
A0015858,T0015858,M013,C001982,12,9,2025-08-06 18:41:00,North Gate,Partial Scan
A0015859,T0015859,M013,C000297,2,2,2025-08-06 19:21:00,East Gate,Full Scan
A0015860,T0015860,M013,C001774,1,1,2025-08-06 19:09:00,North Gate,Full Scan
A0015861,T0015861,M013,C001864,2,2,2025-08-06 19:11:00,North Gate,Full Scan
A0015862,T0015862,M013,C002865,2,2,2025-08-06 18:18:00,East Gate,Full Scan
A0015863,T0015863,M013,C001970,2,1,2025-08-06 18:20:00,West Gate,Partial Scan
A0015864,T0015864,M013,C001920,1,1,2025-08-06 19:00:00,East Gate,Full Scan
A0015865,T0015865,M013,C001886,2,2,2025-08-06 18:55:00,North Gate,Full Scan
A0015866,T0015866,M013,C002338,2,2,2025-08-06 18:46:00,Premium Entrance,Full Scan
A0015867,T0015867,M013,C002553,4,4,2025-08-06 18:51:00,East Gate,Full Scan
A0015868,T0015868,M013,C002007,3,3,2025-08-06 18:57:00,West Gate,Full Scan
A0015869,T0015869,M013,C001222,1,1,2025-08-06 18:58:00,East Gate,Full Scan
A0015870,T0015870,M013,C003185,16,13,2025-08-06 19:15:00,East Gate,Partial Scan
A0015871,T0015871,M013,C000464,1,1,2025-08-06 19:02:00,West Gate,Full Scan
A0015872,T0015872,M013,C001600,1,1,2025-08-06 18:26:00,West Gate,Full Scan
A0015873,T0015873,M013,C001616,1,1,2025-08-06 18:47:00,Premium Entrance,Full Scan
A0015874,T0015874,M013,C000318,2,1,2025-08-06 18:54:00,North Gate,Partial Scan
A0015875,T0015875,M013,C000240,1,1,2025-08-06 18:36:00,West Gate,Full Scan
A0015876,T0015876,M013,C002060,2,2,2025-08-06 18:21:00,East Gate,Full Scan
A0015877,T0015877,M013,C002175,2,2,2025-08-06 19:11:00,North Gate,Full Scan
A0015878,T0015878,M013,C002578,1,1,2025-08-06 18:41:00,East Gate,Full Scan
A0015879,T0015879,M013,C001521,2,2,2025-08-06 18:44:00,Premium Entrance,Full Scan
A0015880,T0015880,M013,C001736,2,2,2025-08-06 18:42:00,East Gate,Full Scan
A0015881,T0015881,M013,C000900,1,1,2025-08-06 19:00:00,West Gate,Full Scan
A0015882,T0015882,M013,C003141,2,2,2025-08-06 19:07:00,East Gate,Full Scan
A0015883,T0015883,M013,C001918,2,2,2025-08-06 18:58:00,East Gate,Full Scan
A0015884,T0015884,M013,C003082,1,1,2025-08-06 18:57:00,Premium Entrance,Full Scan
A0015885,T0015885,M013,C000979,1,1,2025-08-06 18:38:00,North Gate,Full Scan
A0015886,T0015886,M013,C000799,3,3,2025-08-06 19:22:00,North Gate,Full Scan
A0015887,T0015887,M013,C002982,3,3,2025-08-06 18:40:00,East Gate,Full Scan
A0015888,T0015888,M013,C000731,16,12,2025-08-06 17:59:00,North Gate,Partial Scan
A0015889,T0015889,M013,C000854,2,2,2025-08-06 18:52:00,Premium Entrance,Full Scan
A0015890,T0015890,M013,C002281,2,2,2025-08-06 18:55:00,East Gate,Full Scan
A0015891,T0015891,M013,C000700,1,1,2025-08-06 19:00:00,West Gate,Full Scan
A0015892,T0015892,M013,C002381,1,1,2025-08-06 19:25:00,West Gate,Full Scan
A0015893,T0015893,M013,C001608,4,4,2025-08-06 19:01:00,East Gate,Full Scan
A0015894,T0015894,M013,C002878,2,2,2025-08-06 18:42:00,North Gate,Full Scan
A0015895,T0015895,M013,C001008,2,2,2025-08-06 19:16:00,East Gate,Full Scan
A0015896,T0015896,M013,C001537,1,1,2025-08-06 19:00:00,North Gate,Full Scan
A0015897,T0015897,M013,C000039,2,2,2025-08-06 18:43:00,East Gate,Full Scan
A0015898,T0015898,M013,C000418,1,1,2025-08-06 18:34:00,Premium Entrance,Full Scan
A0015899,T0015899,M013,C001422,2,1,2025-08-06 18:51:00,West Gate,Partial Scan
A0015900,T0015900,M013,C000330,2,2,2025-08-06 18:41:00,East Gate,Full Scan
A0015901,T0015901,M013,C001505,1,1,2025-08-06 19:06:00,Premium Entrance,Full Scan
A0015902,T0015902,M013,C000099,2,2,2025-08-06 19:15:00,North Gate,Full Scan
A0015903,T0015903,M013,C002617,3,3,2025-08-06 18:49:00,North Gate,Full Scan
A0015904,T0015904,M013,C000623,2,2,2025-08-06 19:04:00,East Gate,Full Scan
A0015905,T0015905,M013,C001368,1,1,2025-08-06 18:14:00,West Gate,Full Scan
A0015906,T0015906,M013,C001567,2,2,2025-08-06 19:19:00,East Gate,Full Scan
A0015907,T0015907,M013,C000903,3,3,2025-08-06 18:59:00,North Gate,Full Scan
A0015908,T0015908,M013,C001744,3,2,2025-08-06 19:06:00,East Gate,Partial Scan
A0015909,T0015909,M013,C000611,1,1,2025-08-06 18:44:00,North Gate,Full Scan
A0015910,T0015910,M013,C002619,16,15,2025-08-06 19:05:00,North Gate,Partial Scan
A0015911,T0015911,M013,C002911,1,1,2025-08-06 19:12:00,West Gate,Full Scan
A0015912,T0015912,M013,C001641,1,1,2025-08-06 18:33:00,Premium Entrance,Full Scan
A0015913,T0015913,M013,C000824,2,2,2025-08-06 18:10:00,East Gate,Full Scan
A0015914,T0015914,M013,C001300,25,20,2025-08-06 18:36:00,West Gate,Partial Scan
A0015915,T0015915,M013,C000972,3,3,2025-08-06 19:01:00,North Gate,Full Scan
A0015916,T0015916,M013,C003179,20,17,2025-08-06 18:50:00,Premium Entrance,Partial Scan
A0015917,T0015917,M013,C001284,1,1,2025-08-06 18:42:00,East Gate,Full Scan
A0015918,T0015918,M013,C002862,2,1,2025-08-06 18:41:00,Premium Entrance,Partial Scan
A0015919,T0015919,M013,C001111,2,2,2025-08-06 18:30:00,North Gate,Full Scan
A0015920,T0015920,M013,C000194,2,2,2025-08-06 19:11:00,West Gate,Full Scan
A0015921,T0015921,M013,C000808,1,1,2025-08-06 19:21:00,West Gate,Full Scan
A0015922,T0015922,M013,C000422,12,8,2025-08-06 19:14:00,North Gate,Partial Scan
A0015923,T0015923,M013,C001321,4,4,2025-08-06 18:57:00,East Gate,Full Scan
A0015924,T0015924,M013,C002883,4,3,2025-08-06 18:46:00,North Gate,Partial Scan
A0015925,T0015925,M013,C001949,3,3,2025-08-06 19:27:00,West Gate,Full Scan
A0015926,T0015926,M013,C000813,1,1,2025-08-06 18:46:00,East Gate,Full Scan
A0015927,T0015927,M013,C002811,1,1,2025-08-06 19:20:00,West Gate,Full Scan
A0015928,T0015928,M013,C002215,2,2,2025-08-06 18:55:00,East Gate,Full Scan
A0015929,T0015929,M013,C001417,2,2,2025-08-06 19:13:00,North Gate,Full Scan
A0015930,T0015930,M013,C002610,2,2,2025-08-06 19:00:00,East Gate,Full Scan
A0015931,T0015931,M013,C001879,2,2,2025-08-06 19:10:00,East Gate,Full Scan
A0015932,T0015932,M013,C002990,1,1,2025-08-06 18:55:00,East Gate,Full Scan
A0015933,T0015933,M013,C001504,2,2,2025-08-06 18:57:00,North Gate,Full Scan
A0015934,T0015934,M013,C001671,2,2,2025-08-06 18:34:00,East Gate,Full Scan
A0015935,T0015935,M013,C000237,1,1,2025-08-06 18:30:00,West Gate,Full Scan
A0015936,T0015936,M013,C001910,1,1,2025-08-06 18:34:00,North Gate,Full Scan
A0015937,T0015937,M013,C000103,2,2,2025-08-06 19:05:00,North Gate,Full Scan
A0015938,T0015938,M013,C000648,30,23,2025-08-06 19:10:00,East Gate,Partial Scan
A0015939,T0015939,M013,C002367,2,2,2025-08-06 18:42:00,East Gate,Full Scan
A0015940,T0015940,M013,C000796,2,2,2025-08-06 18:43:00,West Gate,Full Scan
A0015941,T0015941,M013,C001683,4,3,2025-08-06 18:51:00,East Gate,Partial Scan
A0015942,T0015942,M013,C000637,12,10,2025-08-06 18:50:00,West Gate,Partial Scan
A0015943,T0015943,M013,C003065,2,1,2025-08-06 18:33:00,North Gate,Partial Scan
A0015944,T0015944,M013,C000375,3,3,2025-08-06 18:39:00,West Gate,Full Scan
A0015945,T0015945,M013,C000132,2,2,2025-08-06 18:43:00,North Gate,Full Scan
A0015946,T0015946,M013,C001734,2,2,2025-08-06 18:42:00,Premium Entrance,Full Scan
A0015947,T0015947,M013,C003073,3,3,2025-08-06 19:16:00,North Gate,Full Scan
A0015948,T0015948,M013,C002155,2,2,2025-08-06 18:31:00,West Gate,Full Scan
A0015949,T0015949,M013,C001206,2,2,2025-08-06 18:50:00,East Gate,Full Scan
A0015950,T0015950,M013,C000971,2,1,2025-08-06 18:28:00,East Gate,Partial Scan
A0015951,T0015951,M013,C001089,1,1,2025-08-06 18:50:00,East Gate,Full Scan
A0015952,T0015952,M013,C002462,2,2,2025-08-06 18:37:00,Premium Entrance,Full Scan
A0015953,T0015953,M013,C000067,2,1,2025-08-06 18:31:00,West Gate,Partial Scan
A0015954,T0015954,M013,C003159,3,1,2025-08-06 19:13:00,Premium Entrance,Partial Scan
A0015955,T0015955,M013,C002576,6,5,2025-08-06 18:31:00,North Gate,Partial Scan
A0015956,T0015956,M013,C001764,2,2,2025-08-06 18:49:00,East Gate,Full Scan
A0015957,T0015957,M013,C002104,2,2,2025-08-06 19:14:00,East Gate,Full Scan
A0015958,T0015958,M013,C000366,2,2,2025-08-06 19:15:00,Premium Entrance,Full Scan
A0015959,T0015959,M013,C002131,4,2,2025-08-06 18:25:00,East Gate,Partial Scan
A0015960,T0015960,M013,C000621,4,3,2025-08-06 18:47:00,West Gate,Partial Scan
A0015961,T0015961,M013,C001209,1,1,2025-08-06 18:56:00,North Gate,Full Scan
A0015962,T0015962,M013,C001215,2,2,2025-08-06 18:48:00,Premium Entrance,Full Scan
